131 0 1 1 1 1 0 1 0 0 1
132 1 0 1 0 0 1 0 0 1 0
133 0 0 1 1 1 1 1 1 1 1
134 1 0 1 0 1 1 1 1 1 1
135 0 0 1 1 1 1 1 1 1 1
136 0 0 1 1 1 1 0 1 0 1
137 1 1 1 0 1 1 1 1 1 1
138 0 0 0 1 1 1 0 1 0 1
139 1 0 1 0 1 1 1 1 1 1
140 0 0 1 1 1 1 0 1 0 1
141 1 1 1 0 1 1 1 1 1 1
142 0 0 0 1 1 0 0 0 0 1
143 0 0 0 1 1 1 1 1 1 1
144 0 0 1 1 1 1 0 1 0 1
145 1 0 0 0 1 1 0 0 0 1
146 1 0 1 0 1 1 1 1 1 1
147 0 1 1 1 1 0 1 1 0 1
148 0 0 1 1 1 1 0 1 0 1
149 0 0 1 1 1 1 1 1 1 1
150 1 1 1 0 1 1 1 1 1 1
151 0 0 1 1 1 1 0 1 0 1
152 1 1 1 0 1 1 0 1 1 1
153 0 0 1 1 0 1 1 1 0 0
154 0 0 1 0 0 1 0 1 1 0
155 0 1 1 1 1 1 1 1 1 1
156 0 0 1 1 1 1 0 1 0 1
157 1 0 1 0 1 1 1 1 1 1
158 0 0 0 0 1 0 1 0 0 1
159 0 0 1 0 1 1 1 1 1 1
160 0 0 1 0 1 1 1 1 0 1
161 1 0 1 0 1 1 1 1 1 1
162 1 0 1 0 1 1 1 1 1 1
163 0 1 1 1 1 1 1 1 0 1
